Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Vehicle_movement,Casualty_class,Sex_of_casualty,Cause_of_accident
07:30:00,Tuesday,31-50,Male,Elementary school,Employee,5-10yr,Automobile,Organization,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,Getting off the vehicle improperly
10:41:00,Wednesday,31-50,Male,Elementary school,Employee,1-2yr,Automobile,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Rollover,2,Going straight,na,na,Driving under the influence of drugs
13:16:00,Wednesday,31-50,Male,Elementary school,Employee,,Public (12 seats),Governmental,,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,Changing lane to the right
13:16:00,Wednesday,31-50,Male,Junior high school,Employee,1-2yr,Taxi,Owner,Above 10yr,No defect,Residential areas,,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,Getting off,Driver or rider,Male,Driving carelessly
13:16:00,Wednesday,31-50,Male,,Employee,5-10yr,Automobile,Owner,5-10yrs,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,Moving Backward,na,na,Moving Backward
11:30:00,Thursday,18-30,Male,Elementary school,Owner,1-2yr,Public (12 seats),Owner,,No defect,  Recreational areas,other,,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Other,na,na,Turnover
11:30:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Stationwagen,Governmental,,No defect,Office areas,other,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,Changing lane to the right
19:31:00,Wednesday,18-30,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,5-10yrs,No defect, Industrial areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads with some distress,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,Driving carelessly
19:31:00,Wednesday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,,,,,,,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,Going straight,na,na,No priority to vehicle
09:25:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,Going straight,Driver or rider,Male,Moving Backward
09:25:00,Friday,18-30,Male,Junior high school,Owner,Below 1yr,Automobile,Governmental,Above 10yr,No defect,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Changing lane to the left
14:10:00,Wednesday,18-30,Male,High school,Employee,Below 1yr,Public (12 seats),Owner,1-2yr,No defect, Industrial areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Pedestrian,Female,Overturning
14:10:00,Wednesday,Over 51,Female,Junior high school,Employee,,Automobile,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,Going straight,Driver or rider,Male,No distancing
14:00:00,Friday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,No defect,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,Going straight,Driver or rider,Male,Driving carelessly
14:00:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Passenger,Male,No distancing
22:05:00,Tuesday,Unknown,Male,Junior high school,Employee,2-5yr,Automobile,Owner,2-5yrs,No defect,Office areas,Double carriageway (median),Escarpments,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,Going straight,Driver or rider,Female,Changing lane to the left
22:05:00,Tuesday,Over 51,Male,Junior high school,Employee,5-10yr,Motorcycle,Owner,Above 10yr,No defect,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,Going straight,na,na,No priority to pedestrian
07:00:00,Thursday,18-30,Male,Elementary school,Employee,5-10yr,,Owner,1-2yr,No defect,Office areas,Undivided Two way,Escarpments,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,Going straight,Pedestrian,Female,No distancing
07:00:00,Thursday,31-50,Male,,Owner,5-10yr,Automobile,Owner,,No defect,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,Moving Backward,Driver or rider,Female,No distancing
07:35:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,Going straight,na,na,Changing lane to the left
07:35:00,Thursday,31-50,Male,Junior high school,Owner,5-10yr,Automobile,Owner,,No defect,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Moving Backward,na,na,No distancing
08:43:00,Wednesday,31-50,Male,Illiterate,Employee,2-5yr,Public (> 45 seats),Owner,Above 10yr,No defect,Residential areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Moving Backward,Driver or rider,Female,Changing lane to the left
08:43:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,,Owner,5-10yrs,No defect,Residential areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Pedestrian,Male,No distancing
16:05:00,Tuesday,Over 51,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,,No defect,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,Going straight,Passenger,Female,No distancing
22:05:00,Friday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,5-10yrs,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,Going straight,Driver or rider,Male,No distancing
22:05:00,Friday,18-30,Male,Elementary school,Employee,2-5yr,Other,Owner,,No defect,  Recreational areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,4,Going straight,na,na,Changing lane to the left
22:05:00,Friday,18-30,Male,Elementary school,Employee,2-5yr,Stationwagen,Owner,,, Industrial areas,Undivided Two way,Tangent road with flat terrain,Crossing,,Dry,Daylight,Normal,Vehicle with vehicle collision,4,Going straight,Driver or rider,Male,Changing lane to the right
22:05:00,Friday,18-30,Female,Elementary school,Employee,5-10yr,Lorry (41?100Q),,,,Residential areas,other,,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,Going straight,na,na,Moving Backward
03:40:00,Saturday,18-30,Female,Junior high school,Employee,5-10yr,Taxi,Owner,Above 10yr,No defect,Residential areas,other,Tangent road with rolling terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,,na,na,Changing lane to the right
09:25:00,Tuesday,Over 51,Female,Junior high school,Employee,Above 10yr,Other,Owner,2-5yrs,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Other,Passenger,Male,No distancing
09:25:00,Tuesday,Unknown,Female,Elementary school,Owner,2-5yr,Public (12 seats),Owner,2-5yrs,No defect,  Market areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Going straight,Driver or rider,Male,Overtaking
09:25:00,Tuesday,Unknown,Female,Junior high school,Employee,5-10yr,Automobile,,,,Unknown,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,,na,na,Other
09:25:00,Tuesday,Unknown,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,,No defect, Industrial areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,Overtaking,Driver or rider,Male,Other
09:25:00,Tuesday,Unknown,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,,No defect,Residential areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Reversing,na,na,Changing lane to the right
09:25:00,Tuesday,Unknown,Male,High school,Employee,Above 10yr,Lorry (41?100Q),Governmental,Below 1yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,No priority to pedestrian
07:58:00,Thursday,Under 18,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Other,na,na,No priority to vehicle
07:58:00,Thursday,18-30,Male,Elementary school,Employee,1-2yr,Lorry (11?40Q),Governmental,,No defect,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Moving Backward,na,na,Changing lane to the left
20:15:00,Tuesday,18-30,Male,Junior high school,Employee,,Motorcycle,Owner,1-2yr,No defect,Rural village areas,Undivided Two way,Gentle horizontal curve,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,Driver or rider,Male,Changing lane to the left
20:15:00,Tuesday,18-30,Male,Above high school,Employee,1-2yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Rural village areas,Undivided Two way,Gentle horizontal curve,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Other,Driver or rider,Female,Overtaking
17:10:00,Tuesday,18-30,Female,Junior high school,Employee,Above 10yr,Stationwagen,Owner,,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Moving Backward,na,na,No distancing
17:10:00,Tuesday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Gentle horizontal curve,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,na,na,No priority to vehicle
17:10:00,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Other,Owner,,,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,Going straight,Driver or rider,Male,Changing lane to the right
15:30:00,Saturday,Unknown,Male,Junior high school,Employee,2-5yr,Other,Owner,,7, Outside rural areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Moving Backward,Passenger,Female,Changing lane to the left
15:30:00,Saturday,18-30,Male,,,,Taxi,Owner,Above 10yr,,Residential areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,na,na,No distancing
09:47:00,Saturday,18-30,Female,Junior high school,Employee,2-5yr,Automobile,Owner,5-10yrs,5, Church areas,other,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Getting off,Driver or rider,Female,Driving carelessly
09:47:00,Saturday,Over 51,Female,Junior high school,Employee,2-5yr,Long lorry,Owner,,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Passenger,Female,No priority to pedestrian
09:47:00,Saturday,31-50,Female,Junior high school,Employee,Above 10yr,Long lorry,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,Going straight,Pedestrian,Female,Driving carelessly
11:19:00,Monday,18-30,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Governmental,,No defect,Office areas,Two-way (divided with broken lines road marking),Escarpments,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,Moving Backward,na,na,Moving Backward
11:19:00,Monday,Over 51,Male,Above high school,Owner,1-2yr,Lorry (41?100Q),Owner,2-5yrs,,Other,Undivided Two way,Tangent road with mountainous terrain and,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,Going straight,Driver or rider,Male,No distancing
13:13:00,Friday,Unknown,Male,Above high school,Employee,No Licence,Lorry (11?40Q),Owner,2-5yrs,,Other,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,Going straight,Driver or rider,Male,No distancing
13:13:00,Friday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,Going straight,na,na,No distancing
15:55:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Taxi,Owner,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,Going straight,na,na,Changing lane to the left
15:55:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Other,Owner,Below 1yr,,Other,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,Changing lane to the left
15:55:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,5-10yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Moving Backward,Passenger,Male,Moving Backward
10:47:00,Thursday,31-50,Male,Junior high school,Owner,5-10yr,Automobile,Governmental,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Passenger,Male,Changing lane to the right
10:47:00,Thursday,31-50,Male,Elementary school,Employee,2-5yr,Automobile,Owner,2-5yrs,No defect,Other,Double carriageway (median),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,Going straight,Driver or rider,Male,No priority to vehicle
15:00:00,Thursday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Moving Backward,Driver or rider,Male,Moving Backward
15:00:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Public (> 45 seats),Owner,2-5yrs,, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Moving Backward,Passenger,Female,Driving carelessly
